likesCount,text,cleaned_text,sentiment
3,Oh my. I think there needs to be more done than just reducing carbon emissions.  I hope there is a plan b and plan c in the works.🤨,oh think needs just reducing carbon emissions hope plan b plan c works,Neutral
6,"Its about to be a survival for the fittest, whether you are aware of the causes or not.",survival fittest aware causes,Positive
110,"I love watch NASA dunk on people who think they can ""debunk"" climate change",love watch nasa dunk people think debunk climate change,Positive
4,If I were a gambling man I'd look at the pattern. Every year the temperature has risen the one following has been the same or cooler. I wouldn't be surprised to see that pattern broken though. :),gambling man id look pattern year temperature risen following cooler wouldnt surprised pattern broken,Negative
18,"""  Where do you think September 2021 will be? "" ... since nothing's been done to stop the warming trend, somewhere above where it is now ...",think september nothings stop warming trend,Neutral
1,Lies compare the actual recorded temps to this chart and the lie is blatant... the 1930 were actually at or higher than the 2020 claims on this chart,lies compare actual recorded temps chart lie blatant actually higher claims chart,Negative
8,"Are these the same 'Scientist' that claimed we were headed for an Ice Age in the late '70s?  Yea, everybody should believe the science because scientists say so...",scientist claimed headed ice age late s yea everybody believe science scientists say,Negative
0,Can you show the correlation of earth temperatures and sun activity?,correlation earth temperatures sun activity,Neutral
0,"Our magnetic north has moved 30 miles a year since 2000, I think that qualifies that as in our lifetime ",magnetic north moved miles year think qualifies lifetime,Neutral
0,"Are you looking at sunspot data since they have been recording them and the correlation of effect on our climate? I have, and research shows sunspots have had huge effect on our climate, not to mention the effects of volcanic eruptions. For example when mt. St. Helens erupted it cooled earth entire temperature 1.5 degrees.",looking sunspot data recording correlation effect climate research shows sunspots huge effect climate mention effects volcanic eruptions example mt st helens erupted cooled earth entire temperature degrees,Positive
0,Need to spread your data out. Not saying we as humans dont need to be more efficient. Lots of spikes and valleys..,need spread data saying humans dont need efficient lots spikes valleys,Neutral
2,"Why do Climate Change scientists never show up to debates on climate change? The earths surface has risen 1 whole degree in the last 1,000 years and y’all never showed up to debate it???? Shocking",climate change scientists debates climate change earths surface risen degree years yall showed debate shocking,Negative
2,We have Billions of asphalt on earth. World is not able to cool down from the asphalt. Due to fact holding in heat. Wake up stupid people. Yes other thing contribute also. Main problem asphalt,billions asphalt earth world able cool asphalt fact holding heat wake stupid people yes thing contribute main problem asphalt,Positive
0,What causes the earths core to increase? And how much has it increased in the last 20 years?,causes earths core increase increased years,Neutral
0,Theory is Free all the Dammed Rivers in the world. Let the rivers flow into the sea like God intended. Man plans God laughs.We are a planet of water. When you Dam a river you disrupt the rotation of Earth thus causing global warming ,theory free dammed rivers world let rivers flow sea like god intended man plans god laughswe planet water dam river disrupt rotation earth causing global warming,Positive
0,"Do you not know that the axis has moved move than ever, do you know why....dont tell me climatic change",know axis moved know whydont tell climatic change,Neutral
